"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","ONI","ONI_C","ONI_sub","semeadura","ano_semeadura","colheita","ano_colheita","anom.1","anom.2","anom.3","anom.4","anom.5","anom.6"
"371", 372,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 2051","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"372", 373,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"373", 374,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"374", 375,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"375", 376,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"376", 377,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"377", 378,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"378", 379,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"379", 380,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"380", 381,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"381", 382,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"382", 383,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"383", 384,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"384", 385,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"385", 386,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"386", 387,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"387", 388,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"388", 389,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"389", 390,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"390", 391,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"391", 392,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"392", 393,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",2,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"393", 394,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"394", 395,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"395", 396,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"396", 397,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"397", 398,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"398", 399,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"399", 400,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"400", 401,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"401", 402,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"402", 403,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 2051","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"403", 404,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"404", 405,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"405", 406,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"406", 407,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"407", 408,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"408", 409,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"409", 410,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"410", 411,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"411", 412,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"412", 413,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"413", 414,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"414", 415,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"415", 416,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"416", 417,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"417", 418,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",3,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"418", 419,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"419", 420,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","Marhe","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"420", 421,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"421", 422,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"422", 423,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"423", 424,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"424", 425,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"425", 426,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"426", 427,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"427", 428,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"428", 429,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"429", 430,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"430", 431,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"431", 432,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","ANFp119","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"432", 433,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"433", 434,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"434", 435,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"435", 436,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"436", 437,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"437", 438,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"438", 439,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"439", 440,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","GEN 49-4-4 DA 940","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"440", 441,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
"441", 442,"Castro_CDECastro_20/21_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",4,2020-12-15,2021-03-15,"20/21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0,99","La Niña","LNW","D",2020,"M",2021, 0.50,-1.27,-1.19,-0.93,-0.84,-0.66
