"X";"index";"id_ensaio";"Local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"data_colheita";"safra";"FO1";"FO2";"FO3";"FO4";"FO5";"FO6";"FO7";"FO8";"FO9";"FS1";"FS2";"FS3";"FS4";"FS5";"FS6";"FS7";"FS8";"FS9";"FS10";"FS11";"ONI";"ONI_C";"ONI_sub"
364;365;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Marhe";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
365;366;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
366;367;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
367;368;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";1;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
368;369;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
369;370;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
370;371;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Marhe";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
371;372;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 2051";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
372;373;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
373;374;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
374;375;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
375;376;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
376;377;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
377;378;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
378;379;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
379;380;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
380;381;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"GEN 49-4-4 DA 940";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
381;382;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
382;383;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
383;384;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
384;385;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
385;386;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
386;387;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp119";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
387;388;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
388;389;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
389;390;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
390;391;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
391;392;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
392;393;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";2;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
393;394;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
394;395;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
395;396;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Marhe";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
396;397;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
397;398;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
398;399;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
399;400;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
400;401;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
401;402;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
402;403;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 2051";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
403;404;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
404;405;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp119";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
405;406;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
406;407;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
407;408;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
408;409;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
409;410;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
410;411;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"GEN 49-4-4 DA 940";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
411;412;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
412;413;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
413;414;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
414;415;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
415;416;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
416;417;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
417;418;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";3;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
418;419;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
419;420;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Marhe";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
420;421;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
421;422;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Curi<f3>";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
422;423;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Bem-te-vi";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
423;424;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 204 Predileto";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
424;425;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
425;426;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Quero-quero";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
426;427;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Estilo";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
427;428;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FP 403";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
428;429;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Sabi<e1>";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
429;430;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1850";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
430;431;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC Veloz";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
431;432;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFp119";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
432;433;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"TAA Dama";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
433;434;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 402";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
434;435;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Urutau";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
435;436;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Esteio";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
436;437;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 1849";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
437;438;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS FC 104";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
438;439;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tuiui<fa>";"p";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
439;440;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"GEN 49-4-4 DA 940";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
440;441;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Tangar<e1>";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
441;442;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"SCS 205 Riqueza";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
442;443;"Castro_CDECastro_20/21_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IAC 2051";"chc";4;2020-12-15;2021-03-15;"20/21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,99;"La Niña";"LNW"
443;444;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR 139";"chc";1;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
444;445;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 5";"chc";2;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.1";"0.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
445;446;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"ANFc 9";"chc";2;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.2";"0.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
446;447;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Campos Gerais";"chc";2;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.1";"0.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
447;448;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"IPR Uirapuru";"p";2;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.1";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
448;449;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"Bola Cheia";"chc";2;2013-12-18;2014-03-18;"13/14";"0.2";NA;"0.1";NA;"0.1";"0.1";"0.3";NA;NA;"0.1";NA;"0.1";"0.1";"0.2";NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
449;450;"Castro_CDECastro_13/14_nao_com";"CDECastro";"Castro";"PR";"com";"nao";"BRS Campeiro";"p";2;2013-12-18;2014-03-18;"13/14";"0.1";NA;"0.1";NA;"0.1";"0.1";NA;NA;NA;"0.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,258333333333333;"Neutro";"Neutro"
